Dwell,Music,Dwell:Music,Dwell:B1
0.003829072829972493,3.572317096984419e-14,0.008792823261270462,9.484386472241643e-4
7.420948422362527e-5,9.079224213175534e-22,8.87547352453271e-5,0.06176964061297273
2.7015256065783115e-4,1.3909518451003959e-16,0.0011675159951417696,0.0023880356442192935
1.3592011303251362e-4,2.88614156139076e-15,0.01947146885294038,0.003039450728339651
1.2219360682289595e-5,2.059252602670758e-24,3.091051997344716e-5,2.1968871274869066e-4
0.0020372555357148422,1.816752561788692e-17,0.007972004773065188,4.0843910951848144e-4
1.327035542980706e-4,4.102040006667444e-18,0.06317853473453602,0.027025739669882715
8.358526897967535e-6,2.071761457167563e-18,8.8188837074541e-6,0.003918022325750524
2.215917121023898e-5,4.340777127218363e-18,0.0014741406703432057,1.0521300259369722e-7
0.010790110858849662,5.69504850953257e-12,0.006548511460881205,0.018913128918878776
0.004731982046858718,1.1741104970044097e-13,0.061310311836805895,1.4327083498022405e-5
6.325508011328816e-5,1.582294148869089e-14,0.1971366844461427,5.626715249235263e-6
1.64960951870097e-4,1.650372800901805e-20,2.2316439351946824e-4,0.003107915701968347
0.01245562940133767,2.7860663491692776e-12,0.03842382789267317,7.17016563963666e-4
0.01793487184505086,1.909180690934001e-19,0.017829356083310474,0.0030420566139567865
0.0028924505167542964,1.973370184244201e-15,3.121541925444983e-6,0.024820916674623435
2.8761777377414073e-4,6.23612829551217e-12,0.005320694000252201,2.6753982665866687e-5
7.156764841610089e-4,9.324483325335456e-16,0.0016476659981835343,0.003938116274238572
0.0018834790167963904,1.1669027545074585e-19,3.623351820369585e-4,0.017530633231965263
7.758267720580606e-4,7.860046268757032e-25,0.005292726306214536,0.002860492937915975
2.7577849897040064e-5,1.3136607029665017e-20,3.0968025086682184e-4,7.237628183453001e-5
8.219906642327857e-4,1.1869721313052089e-14,0.0014110888649341933,0.0056372092219655065
0.0021684830128117913,1.9685177690457903e-23,1.360782349020551e-4,0.0034497381383904054
0.0017949884514451538,2.148971958121934e-18,6.497408192316569e-4,0.015850732165849136
0.01776398120991809,1.3016518639463607e-13,0.048855530307352193,3.252182207050248e-4
0.0028569538623070103,4.6547263526695626e-15,0.0026718232909558443,0.012734948763686317
0.0024652069114614586,5.8583128892236e-16,0.01321060766158041,0.019686524592144383
0.003925590474764491,1.986962984066538e-15,0.04025369958220486,0.006370678677333263
0.10307777712580198,2.0402446858058295e-9,0.0488830630973601,0.16488500405805848
5.007819401205079e-7,4.053845844703801e-18,0.002624858628223718,1.5150731206206577e-4
0.021720321243377857,3.673949120459898e-14,0.0238101027564243,0.02918131868707293
5.10546335846004e-4,8.573387330392787e-15,0.00468009314946965,3.7816180036070725e-4
9.166952625722471e-4,4.216758609167292e-17,0.01846560646203582,6.663387745717518e-4
0.003220971917956201,5.765973871626241e-15,0.03257228927275451,4.207205746619615e-4
0.001665949301043342,4.9415878304960597e-20,4.4082895909856857e-4,0.021879533500104603
1.6944705707156764e-6,1.8010139125210532e-13,0.24337305886572544,2.627628419876492e-10
4.701688786719297e-5,3.170404688943008e-15,0.043088802124235194,1.9232632277568804e-5
5.182348858335238e-4,3.6978306254789534e-17,0.056407237311240276,4.343518887082995e-6
0.0043498347953706525,2.8591422458658093e-11,0.03593413184035232,0.0036932994646222696
2.3884327638381859e-4,4.1963564169244714e-17,0.02221444103007011,2.9236371373495655e-5
0.003987979936736918,3.9389088068814265e-14,0.12132983040038185,1.9590018584627293e-5
0.049443926493851716,2.6382226760117154e-23,0.00226973621293922,0.047173326206213846
1.1082986460065834e-5,1.0028575470890913e-19,1.756456330611383e-5,0.0024582061897174936
4.6381281150846077e-4,1.242409385617585e-18,6.839177029791023e-4,1.1254951709661852e-4
0.0030523448376420514,1.0348292439792174e-13,0.03868555248522249,0.06255504149587232
3.030362170819286e-4,1.5990010557090875e-14,0.13839603255095626,7.620501073037198e-6
0.1422716376184491,1.3812382885411924e-19,0.05807845849324969,0.005213237156848301
0.015190078397411731,4.40869267096491e-14,0.09171235866718191,4.30194493462908e-5
0.20110227918449855,6.1402910847770504e-18,0.010576571873538087,0.3241816957644221
0.016448321256945248,9.127191232103252e-14,0.1349295957337519,0.0018614938282498531
0.0802160499971238,9.092954794842447e-13,0.15148817902102368,0.009469691931349604
0.06693326280233153,1.1633892517438988e-17,0.03585405695547137,0.16219912313418228
4.265583081007226e-9,5.786853890437604e-26,8.615908102909234e-7,9.109992179353043e-5
1.1250648611324696e-4,7.408973849093677e-22,0.002248555943334615,9.305186551404333e-4
0.009809988674775704,8.520602113396008e-21,0.0010209590478117104,0.21681565925478677
0.0030203908970423995,1.8038787820981024e-17,0.0458515784101394,0.02436985543409944
1.6402381739964308e-6,9.133658680245253e-16,1.2221676858320994e-5,3.4169770105876943e-4
0.001245710613660906,1.331961394238037e-13,0.00356707539260682,8.038689811958209e-4
8.34456130981988e-6,4.489828141860199e-15,0.01716795745186204,5.666411220048057e-4
7.167610591041582e-5,4.57312027843406e-18,0.0020713174118284976,8.365057831971034e-4
3.377101373964933e-5,8.156798898990704e-20,0.0018950535135958708,1.045078470370773e-5
0.07622558551194752,1.0893276972892133e-12,0.038926865499541385,0.036183564501226104
3.966550717493191e-6,7.799377026266033e-20,0.0014904533624501527,2.190728995199443e-8
1.6550666799768668e-4,7.632089351307108e-19,1.3284587169063033e-4,0.015798141701308138
0.003290039783874811,6.806598208726763e-20,0.0018543548487512064,0.10780918094057439
7.494180915729584e-5,5.984239096777781e-11,0.02815906564871972,2.7548746004037523e-5
0.007593753528488673,5.378377839399292e-21,0.002555751046843647,1.7371681333213743e-4
4.8661838064642006e-4,3.761603668322286e-12,9.086046389699884e-4,2.1284862609658563e-5
1.2426748501562037e-4,3.9173250001693906e-14,3.913660505868359e-4,0.004328926597520336
0.001635498817239701,6.885987031772664e-18,0.0021023602491902545,0.07845590577132976
5.306320182058434e-4,3.645180349099892e-15,0.004033978041619848,2.686435264766611e-6
2.746766841366345e-5,8.439555314699354e-17,6.444717330601005e-5,6.745047634461462e-5
1.9841411376511327e-6,5.550294376735305e-21,1.242695228438816e-4,2.5852443688847485e-5
6.321148129513265e-6,8.810605419760069e-14,0.008965592972960394,5.095821371355214e-5
3.04866497988466e-7,5.975967113784962e-20,4.4226313220386914e-4,5.988081745244571e-5
5.49549889860421e-4,9.17954995123869e-13,0.0914108405047496,1.576896446283014e-5
1.2142420299897368e-4,2.481019993348348e-12,0.00927641110528107,9.1476871754855e-6
4.388342748779538e-6,1.2612904502714629e-18,3.53689323828052e-5,0.0011176740066140937
0.008157887618419624,1.8139023492381698e-17,0.00741530117912172,7.920137533782515e-4
2.5856769324320863e-5,5.601710429269583e-25,2.07262969941478e-5,0.0014334516768433525
0.06922867028495208,2.4823119492323166e-18,0.08625239716704178,3.1218274483137017e-5
3.7217315164251247e-7,6.286094162630538e-13,0.004554140795832568,8.068990021138396e-7
0.0028894472658068516,5.887319463079209e-22,4.180070001879718e-6,0.013863026464514094
2.420901586500857e-7,5.425893177211691e-19,4.324970542489325e-6,0.0025183474346162295
0.022716031746796577,1.1978236579994068e-11,0.3259126957563626,1.2378215093500892e-7
0.0010912410305611603,1.3966122977806116e-15,0.006179593804249107,2.9783799895050867e-5
8.952222796308894e-7,2.0790655122098796e-19,2.2076516853523594e-6,2.6891254479412946e-5
4.209498675698677e-5,8.235039055222416e-18,0.007658739952402389,2.457173498030844e-4
5.0581596943782425e-5,1.7813875810660232e-18,0.001928632797766739,0.004213472627522877
0.01765618712757455,8.501013080760378e-22,0.005312559109357124,0.0749317585813092
1.7246688483982923e-5,8.653214987995235e-16,0.0015739394488596655,8.004883875035219e-5
3.335261203683507e-5,1.3255848878072397e-16,0.01297250047773186,1.8506104522169845e-5
0.022433348640078142,5.776389798828139e-15,0.039868051879843235,0.02517117110346093
3.5749946588250505e-5,6.474751143755414e-17,2.3244211508273587e-4,2.2861069613128145e-5
2.6791135388971693e-5,3.433920481533031e-23,2.1743967931444166e-6,3.230201394413482e-4
9.679938052410332e-4,2.628952504553859e-15,0.004503814540018817,0.24822736008327015
0.006005745416693726,8.740122616412154e-16,0.09378164766089406,3.489222148873039e-7
0.0029202489310450287,2.381628723881283e-9,0.7790689105169653,3.09020787787346e-7
7.034901174319448e-8,3.1195575949107755e-16,3.121034478413646e-4,2.008699666099263e-4
0.4381164055257917,1.0082284670052966e-14,0.2848358992126136,4.06112531324316e-4
2.952540644439003e-5,1.260176829097163e-14,0.002156871136232495,8.091212678826114e-5
6.762114458890303e-5,1.5315194852174864e-14,0.0022492850982353883,0.0015445397544716873
0.001781990567858824,7.630842178156653e-15,7.168031650409681e-4,0.005845564884195333
8.640657533192916e-6,3.0564178648900238e-27,5.355283579792167e-6,6.350492323316427e-4
5.5200715072665245e-5,1.8627128857653423e-15,0.010893733545578113,7.447487980716487e-4
0.002857606153544489,4.387498977887809e-17,0.042169774732414254,7.251220440745574e-4
8.741658735204513e-4,1.4729860955073324e-14,0.012569295836524287,1.895858191393331e-5
0.006967316594735418,7.241099038954106e-20,1.6106010720466413e-5,0.23540312799975652
9.049237735608638e-4,6.57813256418474e-22,3.2400422070143854e-4,0.0038640330095240046
0.02534132909464521,1.8962367915945305e-17,0.003166019800046699,0.087200377330926
0.001019463060265265,8.6818261636869e-19,0.0028421361837130854,0.00047555584793961757
0.002109837173488645,8.734030675526874e-15,0.08370883009199023,0.0010124472691635448
1.3651296378307712e-4,2.4338266298034607e-20,0.0022952220263624335,3.909546584744097e-4
3.0358615928439243e-4,7.400307903190959e-22,3.980284858398058e-4,0.004901641596059401
0.0019835064356450187,2.3511451219998678e-12,0.047191925929838396,3.27266576331523e-4
0.003161506930584058,3.0610622120320945e-16,0.003657994677814152,0.3790449553465326
0.0014508546415580624,1.172316118182026e-11,0.06294596128338964,2.2873210577690364e-4
0.012927675863043856,3.027177381304488e-15,0.006887861438837302,1.3647712211713422e-4
0.010280507224976344,3.5815992043578986e-17,0.005612896019217798,0.09065376665706161
0.02088703238180916,4.4888865967820653e-13,0.06316123262416755,0.13576216055022863
1.701010151403109e-7,5.217141149882747e-16,7.29235409438711e-4,1.934507945411663e-10
0.002337364828166925,2.230723940709796e-21,0.0013014628978535898,0.020394795531191074
2.0206996139610412e-4,4.9385401395512946e-21,0.0020136763790819965,0.005462419278973738
0.0067991992203563995,4.040540296263881e-13,0.01554900177489264,0.007415991088735629
0.01218052247335221,5.413701119957497e-17,0.04291619597470884,0.0159093713133421
4.806141118617049e-9,9.706787168736019e-15,0.002696171993049928,2.6530537688877595e-8
2.429803103576087e-8,1.1664431500317068e-20,8.096875758084967e-4,5.220283691805796e-7
0.14538914042325385,4.9367206638294546e-14,0.04454998160377551,0.058905895177428114
4.485728542651504e-4,3.988683047906568e-12,0.012405017492950145,3.761944568029984e-6
2.557493695688054e-4,2.5383646984914952e-23,0.025887483670436674,3.88293435042659e-8
6.797576724955007e-4,1.0191198360104e-13,0.019303797079107312,9.013006839069153e-5
0.02123054963180863,2.2361282291507894e-11,0.03775959181466259,0.03337343027076552
0.02201775823234847,2.3970794224846527e-15,0.14104373460393121,0.0726932070373015
4.1424472180693506e-5,4.019528249680943e-20,3.176894577323136e-4,2.6237293827346026e-4
4.843335466944879e-4,2.7637944146711274e-12,0.017687561432697077,7.879448689944209e-5
0.010043131109715733,4.1975909299044236e-13,0.0014032823899734986,0.07340578049113378
1.13425664131609e-6,6.1244905297841175e-25,0.002382777552042009,5.576651240890787e-4
0.003418352307752549,3.289995927843886e-18,0.0018789077256131362,0.01195346964059224
0.0032177975301415944,4.310719843700625e-14,0.20086437868077608,0.004518557257959558
7.656239656398506e-5,1.3936678137467622e-17,0.005210493080884347,1.3076895183043307e-4
1.5888762094880496e-8,8.064619021715733e-18,5.965245805709423e-7,4.207869449596119e-6
5.485373737577098e-8,8.024935805990291e-23,3.7165576270292885e-5,2.1848727549757003e-4
0.0030373970409805595,8.668098112033599e-28,4.682221173953154e-6,0.006303589010288286
0.0066368655399237095,9.286620485592257e-14,0.08005783349295528,9.776659828651143e-4
0.0012269459430124844,1.4956097506847586e-18,4.125900400857499e-7,0.24745049811557984
3.1544676301694146e-9,3.198507477161793e-17,3.920691147666962e-6,4.7890216667110737e-5
0.003033942691051805,1.2737723885838727e-12,0.07523748005695595,2.9511517870667634e-4
0.01446117117214943,6.274687966985088e-13,0.11660916643858342,0.014168681840196665
1.1521048337340439e-4,4.9345935451450615e-17,0.008832765953025202,0.018739161711591863
0.2225143349681043,2.216803343411038e-10,0.9599246471580175,0.2884662620467182
1.37065066092196e-7,2.2776790985564662e-23,4.2686369076553876e-8,7.78691527497056e-4
1.3328438413307187e-4,5.404122008278245e-14,7.294040000952716e-4,1.1815649767753732e-4
0.0023591242280277583,1.0012922881996749e-19,0.051321921000997764,2.2061919853841425e-4
0.0012809326579615392,1.2672913747371477e-20,0.0015038572991548222,0.03628811090593773
7.029532898724748e-4,5.314469627468684e-19,8.674730678076597e-4,1.9955679303537675e-4
0.03882936805432468,5.641926400615989e-10,0.025134361835897148,0.02343932150992698
3.3282520184883406e-5,5.644449192572769e-21,6.640267901338863e-5,0.002223677509729986
0.0036822239492517203,8.2002220817227e-20,7.166775030508452e-5,0.10856678883607086
8.582234545332382e-9,1.0781109288904073e-14,3.1907971455175495e-4,4.2213882910806397e-7
0.012262913907832965,4.768284003784347e-15,0.0019172204622491923,0.0031751870878081795
9.845098796127089e-5,1.1338739699507293e-14,0.008652297988694517,0.0010974443152896754
1.0566518910536128e-4,1.2291455927240502e-17,0.005210840569870264,3.111053800562728e-5
0.0013344321985409838,1.1185796964788976e-18,0.006128327455772283,2.7506889324426453e-4
6.934740078758174e-5,6.059265148802808e-17,1.6185218510043458e-4,7.238528781628499e-4
2.5860507054269957e-5,3.06544129610291e-20,5.927110151337324e-5,9.80755211680207e-4
0.0022703298380438667,1.3768864548954303e-12,0.0079965264862002,1.5823009500345379e-7
0.014587039052364479,1.0655569490858589e-19,0.00518903845865472,0.11720898524171731
8.840178339479295e-5,8.404544002616674e-21,9.28924552967312e-6,0.001945940829070733
0.0015247632757667351,2.4707453238869502e-20,1.3856867332326592e-4,0.008183835636199059
4.8422900228267196e-4,9.499389467798282e-18,0.0020545334150196626,0.0135398069926423
9.479999246008716e-5,1.177356317098066e-16,0.0059127163873703105,0.0021253373520266593
2.584589635971576e-7,1.1334879449589629e-21,1.2668526255825018e-4,6.805857008402695e-4
1.1631171677670969e-4,3.999377770810697e-16,0.024692513496029748,4.629374391210665e-4
0.0011132102955821665,5.535282430344179e-17,1.6346599803805476e-5,0.02878648347540805
3.3693788842120237e-4,9.998828172221349e-16,0.020013721435988188,0.0022863921781333028
1.5735941619292285e-4,2.349503100136429e-13,0.11178201451899575,7.058354102136142e-4
0.009760160491293393,3.7171991393296107e-13,0.3181549960166569,0.0013067464393302763
0.008133666570085985,1.3201188723079008e-20,0.0055997165356946816,3.082226604728742e-5
2.313631365682244e-8,3.3355261454556636e-16,1.735389520784206e-5,5.454741730741795e-6
9.20258911898745e-5,7.188590432748118e-21,5.209083154504936e-5,8.29543640978698e-4
7.749648877804134e-4,3.747356422799831e-19,2.0428751320315995e-4,1.89824090979557e-4
0.008662529840786767,5.143430372788265e-16,0.0404195871279224,0.006912847177248296
0.015077040947439627,1.8940003632980396e-15,0.04891294539804703,0.0011382396428569837
2.8480887111675297e-6,4.8381159670766136e-24,2.3853195603159595e-5,1.1994929111627308e-4
2.0518080574225572e-4,2.26622078027467e-25,3.017851935019208e-4,0.015886546926404604
2.2733352143022113e-4,7.993670545349925e-25,4.9736524415901945e-5,0.0019245699011125948
8.604484599835467e-6,5.518916483747045e-20,1.200501740826024e-4,0.0012071954303069083
7.560849461078237e-4,1.378550811977305e-13,0.011307357946466551,1.570062794229761e-4
4.511049491703209e-4,8.975307802043854e-16,0.09225303039357648,4.3173881350303016e-4
0.0055474698553895675,4.945413849434877e-15,0.6565646854719913,5.967917932793978e-7
5.47719613448279e-4,5.835736339793428e-18,3.97700355426671e-5,1.2692856214690815e-4
0.0682440106462099,4.090247949538445e-13,0.048884205698918444,0.04580809469389046
0.039612379382953415,6.978173572386837e-15,0.024394854539995507,0.3156327681206101
0.0024492897611731205,1.2596068610253557e-11,0.0012453091625587091,0.002656311450999547
5.720524715315638e-6,2.1873576035484285e-18,0.027807502087782147,6.2761480953623925e-6
0.003337944864033842,3.140885505184572e-17,0.029319372856240835,0.0065377078262788225
6.415976295238297e-6,1.083136720635024e-20,2.1441166912399887e-5,3.230273630635253e-6
0.0011114069924550584,1.3099544455095602e-23,7.759552347668537e-6,0.012500800383018925
2.814236101108382e-7,4.933540787943104e-16,7.447643227647212e-4,1.952580867860109e-8
6.700265684715934e-4,1.3646990394235423e-13,0.018366208349169858,0.0070857205142180095
4.5305078060105093e-8,4.857457898977463e-23,2.1633334761867244e-7,2.4319171537958353e-4
0.006472067422480061,1.1630879035054549e-18,0.0073754899077483945,0.014908762088137935
1.4163549782108252e-4,7.479269117042446e-25,0.00574535007782821,1.380661657810483e-5
1.3479508937291034e-6,2.7257667276253893e-18,6.589163763879533e-5,6.444221476457784e-4
3.867684893202937e-5,2.598035137007846e-16,2.1563530157253725e-6,0.041493763907028663
1.3667124765189443e-4,1.2308982810334323e-10,0.04035017398023203,3.382335344568101e-4
0.012368180090433183,5.700585923121549e-17,1.2359915395406519e-5,0.02222891729025747
1.137138192532571e-4,8.894114230485204e-20,0.0010258224316560508,0.00781842812093127
0.021937583220392434,9.570593458066692e-16,0.009774557258422252,0.0015304077191513252
1.3873849147222637e-4,9.519049026860127e-14,0.10408061523309876,7.104040373309006e-8
0.0015054151817119354,2.37822356390953e-19,0.014839562934433781,0.060166853182629945
2.2001578198067545e-7,9.591264823720487e-19,0.025187648668899165,2.2164604831951697e-8
4.110644944580688e-5,6.392857594255597e-16,0.014148180298246322,6.329793672619817e-4
3.263703959387263e-9,2.203121824580891e-21,8.437364529783508e-5,1.8952203621677505e-6
3.114704655572361e-4,2.519393611632264e-16,0.043693609825574825,0.0011102594346311069
0.01683959134109197,7.408751532699376e-15,0.11969259488466756,0.004588854430598973
6.558108156747332e-5,6.533844906743002e-18,0.0012253857594882367,1.630831923475585e-5
4.865829879475925e-5,5.1830083720825624e-18,6.666156974482354e-5,0.002383557101268867
3.533273140911222e-4,2.516744745874366e-15,4.71533916012137e-4,3.266984893090362e-4
0.010855007494114827,9.833813677464511e-14,0.09283366651380251,0.0015546915669423461
7.4408522094608545e-6,1.4995687560038524e-14,0.14275403084231075,7.45295421071085e-8
3.176583185631907e-4,1.135779629910011e-15,0.0014562764911986656,8.352434172528512e-6
0.00661670439489661,5.696162554205407e-17,0.023243241949952188,0.009440432843936546
1.8768621578931677e-5,2.9796925462431327e-20,0.0021775414860823526,1.925917881052255e-6
4.146759672968424e-5,2.9446749666867884e-20,4.3502648128341533e-4,2.9239484322069847e-4
7.315770680255786e-4,2.47523494747653e-12,0.013453389855076749,0.001773172063203131
0.007558643228693871,1.6068002030134794e-12,0.022824676672011133,4.570007980776225e-6
0.548574760083899,9.50752944800539e-10,0.9210383386547947,0.006579258843911424
0.00485682160167522,3.847623174079471e-18,0.01655256410286795,9.803965950386255e-4
0.0013709778923212026,1.0593970406407161e-12,0.002451757608024184,2.7398379112162974e-4
4.6051225955241724e-5,2.2530404191432388e-18,0.004142283225208127,4.1660811229039823e-4
0.0010302783004968639,3.478448135811689e-21,9.330765446028267e-4,0.02300002415388995
0.006136079678411665,7.572136214467706e-17,0.007143137365520755,0.0016618100815306983
4.100524617428289e-5,5.808701797962474e-17,0.0021070547548717984,1.7760332867511704e-5
2.940345072985173e-4,2.1095446016550195e-18,0.02767729334894532,2.1796822185048982e-5
7.703113792711882e-8,3.431372216434289e-20,1.1875005654074097e-4,6.165767862252637e-5
3.531641221043468e-5,3.642392372988765e-18,1.510783472389856e-5,7.388933208550803e-5
0.414583955266642,3.0085788374348327e-12,0.013599725987929951,0.1261786086871222
6.957484096076532e-4,3.4375275433699295e-22,0.00457533210095078,9.72622656127231e-4
5.171690930459826e-6,4.993175765019085e-22,1.3791906483887642e-4,0.0011642696010370985
0.011130954076803553,8.639302634030793e-15,0.008103981158404059,0.07514690391168978
8.124669724874775e-4,4.754772283177341e-10,0.09345024833368093,3.3434807115408354e-4
0.0010989042670767394,3.4499903464109513e-15,0.0028896174682671604,0.00927413072815375
1.9225946280277193e-4,1.6818527307586672e-19,4.42024510170537e-6,0.04358498329705739
0.003214616169078005,5.036517951793765e-14,0.0360499372095742,0.007869697244032385
0.0016241883146042278,9.561218178245273e-14,2.582763088062419e-4,0.007867628698877497
0.005466544412033839,1.070931522804862e-15,0.05048739714463615,1.131041062916801e-4
1.328670253971636e-5,2.399511662005685e-15,0.005550335275412146,0.0014444344257270821
2.7434162810345623e-4,2.184493392150665e-23,0.0018925039355152241,2.0537468299915019e-4
1.6450068891573307e-5,1.387405543063197e-25,4.923977863718835e-5,0.1180558832022708
0.0045293502505679255,1.5598616026679125e-13,0.003557973783523091,0.011768600864856949
2.1412958471479164e-4,1.6823560598933972e-17,2.0355602945957774e-5,0.021986459093394223
4.095921148515742e-6,4.31457984141092e-22,1.270314876871953e-4,2.09913634585476e-5
2.3020414498509093e-4,2.0359308185721797e-16,1.625908534668443e-4,0.005713390924425232
3.2380929444241597e-4,1.3245913966655647e-14,0.018899378151495817,3.0995768644971252e-9
0.004040188580555273,2.7024405188294446e-20,0.001865613908804685,0.0014289133541670036
0.004916609283063807,2.3365910910265568e-21,0.006844716109679698,0.03420151933547106
3.5914347099870298e-6,5.827546462083897e-19,1.2019183812716262e-4,2.6040377899105296e-4
0.011614860481139001,1.5410338459020408e-16,0.001322772022266347,0.015185357724179024
0.07437804140859296,1.312384667508691e-10,0.3831170911787296,0.24165241010825336
4.663796492252996e-4,1.115996166737509e-12,0.019096442080524613,1.6399982557837767e-4
5.08914949170525e-6,8.851496609723962e-23,7.741483911758094e-7,3.120364489649346e-6
0.005447004146183064,5.540709581060881e-16,0.1442419913943931,2.619899777127018e-5
1.2981648367747078e-5,4.001642933412069e-18,2.1379205603515525e-4,4.4718349699611844e-4
0.005804511379462483,7.867575161211912e-24,1.259906435650344e-7,0.10639616064195191
0.0012061300659804745,7.500075331002142e-15,0.007521306293252881,0.0018556422835241514
6.693309956656349e-6,1.483812567811812e-20,8.060231124990975e-4,0.004868533317848764
2.920342621851428e-5,3.9291868328249626e-20,5.466029952042103e-6,1.9064922935543743e-4
0.01783454001150647,1.3804650171056278e-14,0.27437936291463055,4.728280846989476e-5
0.0020290948740398595,7.064625223275837e-21,2.8816365700773517e-5,0.005452733790522901
0.004150582685338783,3.2552774833933144e-22,0.0016510447052600539,0.0038673765392168375
0.022087166294646483,1.4410944755806655e-20,6.315895038405573e-6,0.10836398180805684
0.0029116346984765745,5.916916419460505e-15,0.02739020527398205,6.623194155230754e-5
3.378258607585274e-7,5.0660599682756565e-18,8.670234912195867e-4,2.4018556376971414e-9
5.086337372025531e-5,4.331274295520366e-13,2.0106940841161457e-4,0.025148909933327076
4.131241454721863e-8,2.966642844911456e-14,0.003068776278439768,1.446847729237364e-4
4.1795539431494274e-8,5.618732351205037e-23,1.0589432337147105e-6,2.0787339029685824e-7
4.87380199160977e-7,2.4097093793585918e-21,1.1567000072757353e-8,0.0019090818522732218
0.00238086120629044,1.2695506233090483e-16,0.0029158615920137692,0.0014329543268863528
2.6106041211685872e-5,1.4670997060869318e-13,0.0047106871683856456,0.01694650800505567
2.469239667765411e-7,8.62356208615112e-19,4.664170810179644e-5,8.00641714488312e-5
3.650941698219179e-4,6.00840449829585e-21,2.391079650352404e-5,1.1216300393489247e-4
0.0020213938401788803,1.885103423730514e-16,0.030766291865243694,0.005518757906741044
0.020305261016149573,6.833423709949337e-14,0.04309746889137562,7.540116420040381e-4
0.0054456350171760365,1.1905506498748753e-11,0.2709265281860385,3.8018772333787115e-5
1.0850650815962748e-4,6.881835170003595e-11,0.032156452172853095,2.083023963820369e-4
4.013263112533961e-4,4.324766024768533e-25,1.2253660316235231e-5,0.0035746713373703545
1.2169932403516968e-4,1.0188475166588743e-15,2.247230584894835e-4,0.0036378427153054022
0.020852170797645436,5.333670389699284e-15,0.00988286402454574,0.008025328195350479
0.04225014712713353,9.365601564517124e-12,0.13793270235358163,0.019331512626890205
0.005652404580071687,3.408207939994142e-14,0.005109113700041103,0.001050433311972286
0.06016512171145091,1.6538631766779898e-18,0.09219703106335934,1.2764666144122826e-4
0.019338621016905404,2.617546196101413e-17,0.030352354650776542,0.04012907809632943
3.536979917104808e-4,4.2440271367369467e-19,3.9440531470385343e-4,0.00605880384148674
0.1372327170042035,1.9849621426356628e-13,0.5335036409616419,0.007718180924623635
2.911314255386335e-4,6.484906017525046e-19,0.0014382734210174732,0.002225097869412553
1.7582822179097112e-8,5.9987641366253984e-12,0.0022837691156889074,6.685395297942136e-9
4.030845755854705e-5,7.818915928503968e-25,0.00412149501382392,0.019166432541326935
0.11611142387761295,7.333311272207531e-16,0.0873403301813636,0.0038771773782181646
2.0435855579272025e-4,1.290828599592401e-10,0.025760874148716726,3.218262386984183e-8
1.1229218469790416e-5,3.580135939779705e-21,7.067766922271331e-5,0.012102621216163793
3.5578416063277303e-4,4.919506054092346e-21,2.1968768414582619e-4,2.421283714748265e-5
3.1998056722142046e-5,2.7028836272139847e-15,0.004704251957721307,2.1207443160408898e-4
3.062204081945313e-4,1.0039963462280981e-16,0.029139775802493176,7.535586148057996e-5
2.2103201370971413e-5,8.390361177989395e-18,0.003539760175435199,5.4242082634424643e-8
